"Designator";"Comment";"Footprint";"Center-X(mm)";"Center-Y(mm)";"Rotation";"Layer"
"U4D";"SD18OB261-060";"SMD_MICROPHONE_(SD18OB261-060)";"-6.9998";"-32.4558";"180";"TopLayer"
"U1E";"MP34DT05TR-A";"SMD_Microphone_(MP34DT05TR-A)";"7.0000";"33.5000";"0";"TopLayer"
"U2E";"GMA3526H10-B26";"SMD_MICROPHONE_(GMA3526H10-B26)";"7.0003";"11.5443";"180";"TopLayer"
"U3E";"GMA4030H11-F26";"SMD_Microphone_(GMA4030H11-F26)";"7.0000";"-10.5000";"0";"TopLayer"
"U4E";"SD18OB261-060";"SMD_MICROPHONE_(SD18OB261-060)";"7.0003";"-32.4558";"180";"TopLayer"
"U1F";"MP34DT05TR-A";"SMD_Microphone_(MP34DT05TR-A)";"21.0000";"33.5000";"0";"TopLayer"
"U2F";"GMA3526H10-B26";"SMD_MICROPHONE_(GMA3526H10-B26)";"21.0003";"11.5443";"180";"TopLayer"
"U3F";"GMA4030H11-F26";"SMD_Microphone_(GMA4030H11-F26)";"21.0000";"-10.5000";"0";"TopLayer"
"U4F";"SD18OB261-060";"SMD_MICROPHONE_(SD18OB261-060)";"21.0003";"-32.4558";"180";"TopLayer"
"U1G";"MP34DT05TR-A";"SMD_Microphone_(MP34DT05TR-A)";"35.0000";"33.5000";"0";"TopLayer"
"U2G";"GMA3526H10-B26";"SMD_MICROPHONE_(GMA3526H10-B26)";"35.0003";"11.5443";"180";"TopLayer"
"U3G";"GMA4030H11-F26";"SMD_Microphone_(GMA4030H11-F26)";"35.0000";"-10.5000";"0";"TopLayer"
"U4G";"SD18OB261-060";"SMD_MICROPHONE_(SD18OB261-060)";"35.0003";"-32.4558";"180";"TopLayer"
"U1H";"MP34DT05TR-A";"SMD_Microphone_(MP34DT05TR-A)";"49.0000";"33.5000";"0";"TopLayer"
"U2H";"GMA3526H10-B26";"SMD_MICROPHONE_(GMA3526H10-B26)";"49.0003";"11.5443";"180";"TopLayer"
"U3H";"GMA4030H11-F26";"SMD_Microphone_(GMA4030H11-F26)";"49.0000";"-10.5000";"0";"TopLayer"
"U4H";"SD18OB261-060";"SMD_MICROPHONE_(SD18OB261-060)";"49.0003";"-32.4558";"180";"TopLayer"
"X1A";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-49.0000";"25.4500";"0";"TopLayer"
"X2A";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-49.0000";"3.4500";"0";"TopLayer"
"X3A";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-49.0000";"-18.5500";"0";"TopLayer"
"X4A";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-49.0000";"-40.5500";"0";"TopLayer"
"X1B";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-35.0000";"25.4500";"0";"TopLayer"
"X2B";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-35.0000";"3.4500";"0";"TopLayer"
"X3B";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-35.0000";"-18.5500";"0";"TopLayer"
"X4B";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-35.0000";"-40.5500";"0";"TopLayer"
"X1C";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-21.0000";"25.4500";"0";"TopLayer"
"X2C";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-21.0000";"3.4500";"0";"TopLayer"
"X3C";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-21.0000";"-18.5500";"0";"TopLayer"
"X4C";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-21.0000";"-40.5500";"0";"TopLayer"
"X1D";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-7.0000";"25.4500";"0";"TopLayer"
"X2D";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-7.0000";"3.4500";"0";"TopLayer"
"X3D";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-7.0000";"-18.5500";"0";"TopLayer"
"X4D";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"-7.0000";"-40.5500";"0";"TopLayer"
"X1E";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"7.0000";"25.4500";"0";"TopLayer"
"X2E";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"7.0000";"3.4500";"0";"TopLayer"
"X3E";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"7.0000";"-18.5500";"0";"TopLayer"
"X4E";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"7.0000";"-40.5500";"0";"TopLayer"
"X1F";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"21.0000";"25.4500";"0";"TopLayer"
"X2F";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"21.0000";"3.4500";"0";"TopLayer"
"X3F";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"21.0000";"-18.5500";"0";"TopLayer"
"X4F";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"21.0000";"-40.5500";"0";"TopLayer"
"X1G";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"35.0000";"25.4500";"0";"TopLayer"
"X2G";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"35.0000";"3.4500";"0";"TopLayer"
"X3G";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"35.0000";"-18.5500";"0";"TopLayer"
"X4G";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"35.0000";"-40.5500";"0";"TopLayer"
"X1H";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"49.0000";"25.4500";"0";"TopLayer"
"X2H";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"49.0000";"3.4500";"0";"TopLayer"
"X3H";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"49.0000";"-18.5500";"0";"TopLayer"
"X4H";"1.0-4PWB";"SMD_Connector_(SM04B-SRSS-TB)";"49.0000";"-40.5500";"0";"TopLayer"
